tweet_text,sentiment
lembrar doni falar q dever sentir pressionar causa sucesso red flavor ano passado ai Yeri We didnt feel any pressurar,1
bom dia,1
cinturar lembro ali praia piscina,1
usar saia agora motivo mostrar perno,1
bom dia passatempo instagr dia 25 agosto passar lá vejar condição participem foto,1
sair lá pro xbox,1
compartilhar amigo,1
outfitr hoje bonito,1
lixo,1
pai reclamar gnt nunca sair junto etc ah querer sair filho bla bla ai gnt marca pra sair querer dar desculpa tá passar mal tá esperar jogo futebol,1
ir filar ac lugar 23 25 27 29 31,1
varanr presidente hora meia perder titulo fabuloso,1
vite praio hoje és tão giro tankiu,1
i hope so obrigado,1
desespero atacar q dar certo,1
esquecer eu nn,1
acabar ver foto,1
ir ter fim semana cheio cheio estudo dia trabalho noite,1
d acabar luz tempestade vento 80 km show,1
b i q,1
derdê nayê kişandin,1
adolf Hitler,1
Ragnarok Rumo 500 subscritor fortnite battle royale ver gostar video dropem Like subscrer custar nada,1
10 hora pra comer agora 10 pra ir tomar banho,1
sempre bom escutar estar mulher fase p,1
laivoueu desligar tudo tomar ir morrer cama pq olhar,1
delicia queijim então p geladinho quase congelar fazer coisa correr complicado rsrsrsrrs,1
youtuber man chamar discord ai srdoorgs dzn2735 ir ser prazer vc gravar cmg,1
dever haver opção editar tweets,1
tá passar anomalisa globo filme bom anomalisar,1
ah nordeste vota mal né p,1
oi ir receber outro cartão,1
gavião torcida estádio show bander contra mito2018 acéfalar ir corinthian,1
esperar p ver completo marina cartaz puntar poder estar mt bom ouve dizer,1
upaer upa nível,1
quase milagroso bom articulação previne diabete,1
usar roso amanhã merecer viver,1
fazer auê eu dia inteiro n queimei cigarro nenhum vez,1
recordar lilimar daniela mv,1
consigo dizer música favorito billie todo lindo maravilhoso,1
fanzão cods online campanha ir pegar promoção lançar quase junto Forza horizon 4 ficar difícil jogar outro coisa ir parar jogar forza novo lançar red dead 2,1
tô bem bom sim,1
sim fazer tudo pra magoar deixar alguém situação chato custe bem estar vez conhecer direito pessoa com si direta indiretamente melhorar algo pra fazer prejudico,1
entao tudo certo bebê contanto bem,1
mandei mensagem pra professora responder final frase sinceramente tô meio apreensiva porque certeza tá tramar algum coisa bem sádico,1
gajo tão gajo aspeto lt 0,1
ver q vc curtir comentário publicação n saber vc colocar user ir colocar porém colocar agradeço demais,1
beijar mt aqui pensamento bb vc imagino,1
100 confiável segura,1
acordar 630h,1
ler algum outro livro gillian ser gone girl preferer sim li sharp objects conto the grownupr falta dark place d gostar d,1
demagogo cbf chamar queridinho itaquera ir render transferência comissão,1
paint the sky red not All Who wonder are lost full album coisa lindo álbum fazer alma convidar corpo pra bailar terra parar girar,1
Manu mãe agr,1
je viem renverser garrafão d’água 5l,1
encontrei função pra maquiagemdisfarça car chorar,1
5 simples hora fazer muito diferença final mês força,1
caro responsar d partidonovo30 joaocom6,1
chateado bom saber sim senhor,1
sim bruno obrigado lembrar,1
hoje tô Paz,1
amar desenho tô feliz hahahaaaaa Lembro assistir enquanto fazer nebulização agr ir assistir fumar cigarro,1
fiquei 8h30 quase agora pausar pra almoço ajustar único coisinha tcc tar querer chorar agora conseguir fazer merda tô feliz tá próximo fim querer dizer,1
acordar neosoro lado tão lir amo,1
penny dreadful série cheio referência histório terror clássico falar sobre lá amar série d,1
trenzinho aparecer henrique rir pronto ir ver fim agora p,1
conseguir ajeitar controle xbox one d,1
ur,1
nunca ir ser fofo agora querer ver aguentar ser grosso,1
tão linda dentro constrange falar assim q fico envergonhar rsrs obrigadinhaa,1
bom cor,1
ir sexta vir p,1
Bien d ¡ damor o damor o damor o,1
pouco blusa,1
gostar voltar falar vc,1
mano desisto ver live cair td hora trar prefiro ficar tl ver,1
ainda bem vc Lilo,1
encontrar babar so mato,1
coitar enganouser mandoume pedir pra seguir tirar logo,1
ah festa surpreso dar,1
ouvir transmissão melhor primeiro turno spfc superar três ano tricampeonato,1
caso poder querer apoiar financeiramente campanha problema ajudar dar us rts compartilhar amigo possivelmente poder ajuda,1
vez melhor ficar calar,1
morar sozinha,1
vídeo animar sempre triste,1
oi link esperar vc goste,1
to ligar piada p,1
ir sim benininho linda ir deixar gente ta maquiar encher Frufru,1
querer ver hr emoção tô grande feliz vc ir ver show novo,1
promoção sexto ficar olho aqui,1
viriato pacífico d,1
puts saber skdjsks teste aí tentar vc divertido dkjd,1
acordar cedo ir levar areia p,1
ta tudo dar certo ai ir la estragar incrivel cara burro,1
mandar vir casa ver cretino,1
achar interessante canal foca ltsógt kpop muito vídeo sobre maneira expressa incrível,1
dinheiro pagar,1
sim dia perfeito pra estudar kkkkkkkkkk,1
poxar obrigadão incentivo sucesso,1
esperar máíór du tuítére regresse vez,1
ótima chancer aprender generalizar reaproveitar código digase,1
follow back direitaunir ir fortalecer rede d,1
sugestão pra lista mandar aí tb ir ser quase inteiramente psol hehe,1
ok dudu enter situação hehehe aproveitar aqui então,1
humor tá bom hoje,1
coala finalmente descobrir desistir encontrar alguem voltar dormir,1
ligar em esse festa sábar d,1
querer ficar vc,1
conseguir Anjo lt3 obrigado,1
ir d próximo vez ir dar oi,1
“ o gente ver geração grungir nascer frente ” amei vídeo obrigar linkr rodrigo gt luau ed Motta sabrinar cássia eller comigo beijao adorei,1
achar q ate fim ano dever ir sss,1
hehehe poder seguir aki gentileza,1
nao convide beber chá p,1
algum pessoa vida gnt cagar,1
preciso levantar 6h,1
poder ser preguiçoso ouvir rádio consumir publicidade ajudar manter programa,1
q q custar pessoal respeitar dizer respeito futebol fim dia tdsr ali coração torcer pro time parem causar intriga usar “ competividade ” desculpa pra falta bom senso coisa bem diferentes ver galerinha,1
trecho música frases ferrugem,1
felicidade car enfim beto richar prender,1
bro danior o porca so rt porn cona falar,1
vó mãe tão usar esmalte dailusr dois viver lavar roupa louça demor pra descascar indiquei pra amiga todo concordar,1
desejor tudo bom vida garotar ainda ser garota feliz mundo,1
rouge the noite hoje amanhã sbt partir 0030,1
update correr mc em este exato momento maltar,1
dever ser tudo malta contrato pãonamesa d,1
Kkk ir pedir link,1
aí n importo pessoa dizer ta ligado poder falar q quiser decidir ficar calar parceiro,1
interesse conhecer chamar pra gente conversar,1
obriguei família querer almoçar almoçar casa pq ainda bacalhau ontem,1
okay twitter pensar seguia,1
perfeito esperar algo menos raso sentido olavo vejo saber sobre política pouco saber ser evangélico bloquear tempo atrás pq questionei um absurdo falar evangélico,1
zé olhar opção redonr motivo mercado opção brasileiro hoje liquidez algum ano ainda brastemp opção líquir petr4 dizer em ele redonda vencer,1
saudade nenhumas lt33,1
tipo Brasil viver gurizar acreditar meritocracia estar laico kkkkkkkkkkkk acordar pra vida real Brasil oq globo passar tvzinho,1
ranger beast morpher chegar novo zelândia d,1
tweet deletar relaxa,1
ir visitar amigo Portugal precisar ver de aí dar rolé ali Europa Ocidental,1
fã 888 compra vip,1
hoje acordei vontade fazer nada dia música the lazy songer p,1
karma melhor cada dia 500 ponto agora novato,1
incrível qd dar chave quarto outro pessoa qd fiz check in hotel,1
to bem um alto baixo aqui outro lá vamo q vamo,1
cansar fazer massagem,1
querer tirar carta,1
acabar ganhar minecraft original lojabolar sim graçar aqui saber ganhar lojabolado minecraftfree,1
mau parte fazer pequeno sentido mulher lá falar sobre fifth harmony grande girl groups,1
linda lt3 iti malia obrigado,1
platino 5 main jungle chamar sucesso d nick student of senai,1
deu cuidar tudo cada detalhe gratidão ♡,1
è lugar linr pra tomar café almoço,1
upar lyrics ir lá canal d,1
Whatsapp bom bemeu achar melhor entraria,1
películo fdd passar pitz telemóvel,1
doce leite gostoso saralina,1
biasnamoro 99 96 pq Pootis d,1
ai mano faz tanto barulho saber aturar,1
babi vdd ir pro Lab fisicar falar ali pertinho certo ne p,1
seg conseguir fazer remontagem tda 1 Ballet repertorio dia siiiiiim congrats d,1
preciso quase 10 ano aperceber videoclip obsessed mariah carey próprio mariah carey fazer gajo enrique iglesia achar mm inteligente,1
amigão to apoiar yt to apoiar time em esse caso razão ainda bem político estimação além saber interpretar faltar apoiar lixo bolsonaro Lula,1
existir pecar jesus poder perdoar volta pra ir jeito agora,1
depressão mano falar suda,1
finalizar grande surpresa linr fã brasileiro,1
poder postar link artigo tbm,1
som mexer coração bastante,1
5 real amigo,1
outro r,1
qualquer coisa poder falar comigo ok tô aqui,1
sim verdade banggood gearbest xiaomi entregar nada infelizmente,1
coisa assim estimular alma mudar água pro vinho achar incrível poder tá tudo bem,1
1o episódio podcastr português comer consciente português podcast canal diferente futuro,1
tipo tapa buraco vida pessoa achar ir dar certo deixar pq precisar eu Magoam voltar pq saber ir ajudar ser trouxa sim ter bom coração,1
reviver segundo semestre niilismo então tá mto bom,1
amandar 33 tô tentar bebê agora 36,1
ainda poder ser q jogue né jogar prazer ter cmg transmissoes,1
estória vida repetir mundo arte cruel presenteia coração verdadeiro amém,1
q fazer criança devido tamanho mt difícil pouco n esqueci aparelho,1
ir tomar cartão amarelo banco,1
ô frô chato saber qualquer situação cê precisar bh tamo aí,1
im the one i should love saber tá igual nada em é gosto de esse dois foto armyselcaday,1
fico feliz consigo entender abreviação inglês sozinha,1
anônimo feliz ensinar ser assimm,1
Renato flamengo achar q ir largar grêmio agora auge bom fase sa carreira Kkkkkkkkkk mds ler 2019 contrato cm grêmio acabar ano dizer smp querer trabalhar aqui,1
salário cair antes feriado,1
dia ta correr tao bem ate ja chorar,1
durmo direito desde dia q fur,1
dia 17 agosto 2018 2112 Leonardo falar comigo hora sao nove doze valeu eh gabi ne kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
sério candidato título dr opressoris causar junto capitão disputar braba abs continuar trabalho firme exemplar,1
mano ainda to dever barra chocolate nugali ta,1
ufa ainda bem décimo segundo,1
haileybaldwin bom momento londr divertir poder estar bastidor ter oportunidade ser criativo obrigado todo participar desfile todo lindo modelo arrebentar obrigado,1
opa esperar novo ômega ser cdz querer ver,1
fazer palavra 2132s 2320s segundo chamar hoje esperar engane sobre prédefinição segundo turno p,1
alguém poder ir medicar dps aula cmg,1
eleitor bolsonaro pouco importar machista querer presidente honesto marer,1
cover pegar 2k to bem feliz,1
mandar dm verificar lá,1
starship bom empresa kpop d,1
nada querer ir estúdio fazer tatuagem,1
amante refrigerante unir útil agradável maoonha cocacola economia auror,1
perdi meia hora tentar inscrever pra segundo fase uerj ler anexo blábláblá pra estar todo documento aqui lindo,1
ir arrumar casa,1
ev eleziz gelo,1
mal p Krl dps ter crise ansiedade hr q gente n aguentar,1
grego entender direito dir gringo eis ponto democracia existir pq justamente falar tempo todo continuar falar,1
olá Portugal cliente itaú achar poder ajudar obrigado mesmo,1
caráter definir nota professoro bosta acreditar vc amo jeito ser sempre tão gentil carinhoso menospreze anjinho precisar ajudar pra mandar bem próximo poder contar comigo,1
entendi obrigar tirar dúvida curiosidade,1
amiga estranho ter vc ali pertinho esperar bem saudade,1
algum bichinho estimação 1 tartarugar 3 passarinho querer gatinho,1
ahh tá fácil aqui tb n n poder desanimar bora pra cima força vontade tudo melhora,1
fudi quimico sempre causar parte 2,1
ter passar fase seguinte gratificante autoestimar precisar notícia de este,1
kel,1
sim presidente aí ir poder inv ocupar palácio planalto morar lá,1
gente chegar casa receber bosta cachorro cara achar sensacional,1
ir fazer again d lt3,1
enfim fodar melhor deixar pra lá n ir ficar pensar em isso 1 mês ter dor cabeça ficar mal todo dia,1
sabor então,1
ir férias ter ir cuidar cão sozinha condição poder banhar piscina lá,1
querer,1
sobre inktober n parar n ir fazer tds pq tá difícil,1
ir sair naum bb,1
nhar bom s2,1
amanhã encontro manhã,1
amanhã ir continuar assistir,1
cachu renovo hoje bom d,1
pois repudiar canta sobre tudo posicionar contra ódio pessoo,1
claro ir ser logo ir encontrar,1
bom mano bom sorte amanhã,1
to notar bastante escola heim p dever preocupar hshahs,1
tô fazer papel preferer,1
obrigado bebê to chorar rir cara dar rt,1
eduardo aguarde pouco,1
olá bom dia óptima quartafeira 0310 aproveitar 276de365 quartafeira 3deoutubro,1
ver altura sair hoje lesionar lateral achar bem recordar p,1
ir passar tarde todo dormir,1
heueh joguei to pensar ir jogar,1
aaaaaar d2 disponibilizar disco amar forte Youtube,1
oi obrigar amor doçura bom noite,1
classifique oponente argumento esperar resposta pra quinto série,1
és bonito ar ser bom rapariga gostar conhecer pode sempre mandar dm,1
mau gente falar sobre caso organizar protesto,1
so querer chegar casa bater lar,1
legal funcionar pra ensino idioma yes d tese badumtss ir funcionar pra qualquer conteúdo,1
achar q ir ser p semana q ir pintar cabelo preto,1
dia arrependir feat desanimar,1
novo 0053 arrumar guarda roupa quarto pra mãe ficar feliz,1
saber oque querer pra vida d,1
relaxa n preciso nao,1
vc poder tiro ate 100 p,1
ir deixar link aqui deixar mensagem construtivo sarahah,1
hauahuaha nunca ir imaginar dia veria algum amigo aqui gab um 02 ano antes virar modinha p,1
to comentarista kkkkkkkkkkkkkkkkkkkk chororo q ta Mudo,1
lembrar façam,1
podia ter pedir outro,1
mundo motorista xavier,1
madrugar novo assistindo masterchef,1
kkkkkkk obg rê amo vclt3 vcslt3 q dar contar muito coisa fico atrapalhada,1
netflix poder ter baixar nível qualidade último mês ainda ir lançar grande filme romar the ballad of buster scruggs novo filme irmão Coen d,1
ai tomar q pegar fogo morra Mentira t amo ta p,1
siiiiim ameir música se mt fofa tb ir procurar ctz,1
EUA poder tomar venezuela de aí faríamos fronteira país primeiro mundo,1
